Job Title,Company,Location,Salary Estimate,Job Description,Job Age
Staff Engineer (R&D Engineering),Synopsys,"Glasgow, Scotland",£37K - £49K (Glassdoor est.),"Our technology is central to the Era of Pervasive Intelligence, from self-driving cars to learning machines. Contributing to the continuous improvement of the…&hellip;
      
        Skills: C++, Maths, Machine learning, Communication skills, Python",13d
2nd Line Engineer,Leidos,Remote,FCFA 37K - FCFA 46K (Employer provided),"Liaising with customers to ensure all issue are dealt within SLA and KPI set down by the customer. Leidos will also consider for employment qualified applicants…&hellip;
      
        Skills: SCCM, Computer networking",12d
Staff Robotics AI/ ML Engineer,Analog Devices,"Edinburgh, Scotland",£39K - £62K (Glassdoor est.),"1324b(a)(3) – may have to go through an export licensing review process. For positions requiring access to technical data, Analog Devices, Inc. may have to…&hellip;
      
        Skills: TensorFlow, Unreal Engine, DevOps, Git, Docker",30d+
Innovation Engineer,Freshfields Bruckhaus Deringer,"London, England",£34K - £91K (Glassdoor est.),"Develop minimum viable products to support go/no-go decisions. Iterate fast — using user feedback to refine, improve, and validate solutions.&hellip;
      
        Skills: System architecture, JavaScript, APIs, IT, Python",30d+
AI/Machine Learning Engineer,CleanSlate,"Carmel, IN",$63K - $106K (Glassdoor est.),"Leads the delivery of technical implementations for a specific technical domain. AWS or Azure ML experience and/or certification.&hellip;
      
        Skills: Azure, Spark, Research, Scala, Requirements analysis",30d+
ML Engineer,Keystone Cooperative,"Indianapolis, IN",$87K - $123K (Glassdoor est.),"Utilize Snowflake Cortex and other AI/ML development tools to design, implement, and optimize data models and algorithms. (This role is not hybrid or remote).&hellip;
      
        Skills: TensorFlow, Statistics, Data modeling, R, SQL",22d
Staff ML Engineer,Group1001,"Zionsville, IN",$87K - $153K (Glassdoor est.),"Mentor senior ML engineers and technical leads, developing the next generation of ML engineering leadership. Bachelor's degree in Computer Science, Data Science…&hellip;
      
        Skills: TensorFlow, Kubernetes, Software deployment, Terraform, Mentoring",30d+
Forward Deployed Engineer - Databricks,Deloitte,"Indianapolis, IN",$113K - $208K (Employer provided),"3+ years of experience in software engineering, data engineering, data science, or analytics engineering. Data engineering experience with Spark, Airflow/dbt,…&hellip;
      
        Skills: Azure, Software deployment, Enterprise software, Spark, Google Cloud Platform",3d
Lead GenAI Engineer,Deloitte,"Indianapolis, IN",$113K - $232K (Employer provided),"A bachelor's degree in computer science, software engineering, or a related discipline. The ideal candidate will be a dependable team player and mentor,…&hellip;
      
        Skills: SAFe, Azure, Go, Node.js, .NET Core",30d
Engineering Manager - Product Engineering A&A,Deloitte,"Indianapolis, IN",$108K - $221K (Employer provided),"The ideal candidate will be a role model and engineering mentor, advocating engineering excellence, and leading cross-functional teams to design, develop, test,…&hellip;
      
        Skills: SAFe, Azure, Go, Node.js, .NET Core",30d+
Forward Deployed Engineer - Microsoft AI&Data,Deloitte,"Indianapolis, IN",$113K - $208K (Employer provided),"3+ years of experience in software engineering, data engineering, data science, or analytics engineering. Data engineering experience with Spark, Airflow/dbt,…&hellip;
      
        Skills: Data modeling, Azure, Software deployment, Enterprise software, Spark",2d
"Data Science Manager, Life Sciences & Healthcare - SFL Scientific",Deloitte,"Indianapolis, IN",$131K - $241K (Employer provided),"You will be responsible for the technical direction of client engagements while defining the project strategy, communicating complex concepts to both technical…&hellip;
      
        Skills: Azure, Computer vision, Software deployment, Data analysis skills, Google Cloud Platform",30d+
"Lead Data Scientist GenAI, Strategic Analytics - Data Science",Deloitte,"Indianapolis, IN",$103K - $189K (Employer provided),"Bachelor's or Master's degree in Computer Science, Engineering, Data Science, Mathematics, or related field. Facilitate workshops to identify, prioritize, and…&hellip;
      
        Skills: TensorFlow, Azure, Enterprise software, ERP systems, Google Cloud Platform",30d+
"Data Science Manager, GenAI - SFL Scientific",Deloitte,"Indianapolis, IN",$131K - $241K (Employer provided),"You will be responsible for the technical direction of client engagements while defining the project strategy, communicating complex concepts to both technical…&hellip;
      
        Skills: Azure, Computer vision, Data analysis skills, Google Cloud Platform, Docker",30d+
AI Data Engineer - Consultant,Deloitte,"Indianapolis, IN",$98K - $129K (Glassdoor est.),"You will work with an AI Data Engineer (data ingestion, curation, governance, platform foundations) and a Lead AI Solutions Architect (end-to-end solution…&hellip;
      
        Skills: Data modeling, SAP SuccessFactors, Azure, Enterprise software, HIPAA",24d
Lead Fullstack Engineer,Deloitte,"Indianapolis, IN",$98K - $180K (Employer provided),"A bachelor's degree in computer science, software engineering, or a related discipline. Prior software engineering experience with the understanding of Business…&hellip;
      
        Skills: SAFe, Azure, Go, Node.js, .NET Core",30d+
GenAI Solution Engineer (Claude/Codex/Gemini),Deloitte,"Indianapolis, IN",$113K - $208K (Employer provided),"At least 4 years of relevant professional consulting or industry role experience in data engineering, data science, analytics engineering, or software…&hellip;
      
        Skills: Computer science, Azure, Enterprise software, Spark, SQL",3d
ConvergeCONSUMER - Data Scientist (Senior Consultant) - Innovation_Delivery_Transformation,Deloitte,"Indianapolis, IN",$113K - $208K (Employer provided),"Experience implementing custom AI agents (e.g., retrieval-augmented generation (RAG), DataFrame-based agents, and workflow-oriented decision agents).&hellip;
      
        Skills: Pricing, Enterprise software, SAP, Salesforce, Supply chain",30d+
"Agentic AI, AI & Data Consultant",Deloitte,"Indianapolis, IN",$93K - $171K (Employer provided),"Leading small teams to identify business requirements, functional design, process design (including scenario design, flow mapping), prototyping, testing,…&hellip;
      
        Skills: Azure, Google Cloud Platform, Microservices, Cloud development, APIs",5d
Principal GenAI Engineer,Deloitte,"Indianapolis, IN",$125K - $256K (Employer provided),"A bachelor's degree in computer science, software engineering, or a related discipline. The ideal candidate will be a dependable team player and mentor,…&hellip;
      
        Skills: SAFe, Azure, Go, Node.js, .NET Core",16d
ConvergeCONSUMER - Data Science Manager - Innovation_Delivery_Transformation,Deloitte,"Indianapolis, IN",$131K - $241K (Employer provided),"Experience implementing custom AI agents (e.g., retrieval-augmented generation (RAG), DataFrame-based agents, and workflow-oriented decision agents).&hellip;
      
        Skills: Pricing, Enterprise software, SAP, Salesforce, Supply chain",30d+
AI Data Engineer - Senior Consultant,Deloitte,"Indianapolis, IN",$113K - $208K (Employer provided),"You will work with an AI Data Engineer (data ingestion, curation, governance, platform foundations) and a Lead AI Solutions Architect (end-to-end solution…&hellip;
      
        Skills: Data modeling, SAP SuccessFactors, Azure, Enterprise software, DevOps",24d
Engineering Manager - PxE Platforms,Deloitte,"Indianapolis, IN",$108K - $221K (Employer provided),"The ideal candidate will be a role model and engineering mentor, advocating engineering excellence, and leading cross-functional teams to design, develop, test,…&hellip;
      
        Skills: SAFe, Azure, Go, Node.js, .NET Core",25d
Senior Forward Deployed Engineer - Databricks,Deloitte,"Indianapolis, IN",$131K - $241K (Employer provided),"5+ years of experience in software engineering, data engineering, data science, or analytics engineering. Data engineering experience with Spark, Airflow/dbt,…&hellip;
      
        Skills: Azure, Software deployment, Enterprise software, Spark, Google Cloud Platform",3d
Forward Deployed Engineer - Palantir,Deloitte,"Indianapolis, IN",$113K - $208K (Employer provided),"3+ years of experience in software engineering, data engineering, data science, or analytics engineering. Data engineering experience with Spark, Airflow/dbt,…&hellip;
      
        Skills: Data modeling, Azure, Software deployment, Enterprise software, Spark",3d
Consult-TC-AI and Data-E2E-Data-Enterp Data-DE-Azure Data Analytics-BI Eng-Manager -Mult Pos-1695894,EY,"Indianapolis, IN",$135K (Employer provided),"Must have a Bachelor’s degree in Business, Economics, Management Information Systems (MIS), Computer Science, Information Technology, Statistics, Engineering,…&hellip;
      
        Skills: Statistics, Power BI, Spark, Databases, AWS",20d
Principal Clinical Development AI Engineer,Eli Lilly and Company,"Indianapolis, IN",$87K - $194K (Employer provided),"MS in statistics, biostatistics, computer science, data science, or a related quantitative STEM field. Experience in pharmaceutical or clinical development…&hellip;
      
        Skills: Statistics, Clinical development, Biostatistics, R, Machine learning",11d
Advisor - Agent Research,Eli Lilly and Company,"Indianapolis, IN",$152K - $244K (Employer provided),"Integrate LLM reasoning with domain tools (RDKit, molecular graph ML, ELN/LIMS APIs, instrument drivers) to build composite agents that plan, simulate, and…&hellip;
      
        Skills: TensorFlow, Computer science, Azure, Laboratory information management systems, SQL",30d+
Principal Engineer - Scientific Authoring (Frontier AI),Eli Lilly and Company,"Indianapolis, IN",$85K - $130K (Glassdoor est.),"You will develop AI-powered tools that assist with manuscript preparation, regulatory submissions, patent applications, and technical documentation, helping…&hellip;
      
        Skills: Ontology, Kubernetes, Application development, AWS, Natural language processing",30d+
Clinical Development AI Engineer - Advisor,Eli Lilly and Company,"Indianapolis, IN",$152K - $244K (Employer provided),"PhD in statistics, biostatistics, computer science or data science; or a related quantitative field. Experience in pharmaceutical or clinical development…&hellip;
      
        Skills: Statistics, Clinical development, Biostatistics, R, Quality control",11d
Engineer - Scientific Authoring (Frontier AI),Eli Lilly and Company,"Indianapolis, IN",$89K - $142K (Glassdoor est.),"You will develop AI-powered tools that assist with manuscript preparation, regulatory submissions, patent applications, and technical documentation, helping…&hellip;
      
        Skills: Ontology, Kubernetes, XML, Application development, AWS",19d
Artificial Intelligence/Machine Learning Engineer,Wabash Valley Power,"Indianapolis, IN",$90K - $129K (Glassdoor est.),"Bachelor’s Degree in quantitative science, engineering, or other STEM field. Present artificial intelligence and data finding to technical and non-technical…&hellip;
      
        Skills: Data modeling, Customer service, R, System design, Databases",30d+
AI Engineer,Aces Power Marketing,"Carmel, IN",$63K - $105K (Glassdoor est.),"This role requires strong technical skills in AI/ML technologies, the ability to translate business requirements into technical solutions, and excellent…&hellip;
      
        Skills: Statistics, R, SQL, Statistical analysis, Analysis skills",30d+
AI Engineer,eImagine Technology Group,"Indianapolis, IN",$70K - $113K (Glassdoor est.),"Experiment with new AI tools, frameworks, and technologies to solve client problems more effectively. Contribute to reusable code, tools, and best practices…&hellip;
      
        Skills: TensorFlow, Computer science, Azure, Git, Google Cloud Platform",17d
"Founding Engineer (Full Stack, ML DevTools & Systems)",Hud Hud Travels,Singapore,,"HUD (YC W25) does RL and evaluations for frontier AI agents. Our HUD agentic RL platform is used by frontier labs, Fortune 500 companies, and startups.&hellip;
      
        Skills: Cloud infrastructure, Docker, SDKs, APIs, Linux",30d+
"ML Systems Engineer, ML Acceleration",Motional,Singapore,SGD 144K - SGD 165K (Glassdoor est.),"In this role, you will be responsible for the core systems that enable our researchers to train frontier models at scale, focusing obsessively on speed, cost,…&hellip;
      
        Skills: Machine learning, Python",30d+
Speech / Applied ML Engineer (Intern),Valsea IT,Singapore,,"Own improvements for a specific speech use case or language. Direct collaboration with founders and experienced engineers. Understanding of speech/ASR basics.&hellip;
      
        Skills: Multilingual, Python",24d
ML Evaluation & Insights Engineer - ASE,Apple,Singapore,,"Education in Data Science, Linguistics, Cognitive Science, HCI, Psychology, Social Science, or a related field. Publish internal reports and external papers.&hellip;
      
        Skills: French, Spanish, Test automation, English, Japanese",4d
AI/ML engineer,Cognizant,Singapore,SGD 83K - SGD 150K (Glassdoor est.),"Co-own problem discovery with Product/Business: translate objectives into well defined, testable problem statements, user journeys, and technical hypotheses.&hellip;
      
        Skills: Jira, Azure, DevOps, Git, AWS",7d
Sr Machine Learning Engineer — Agentic Systems,PayPal,Singapore,SGD 118K - SGD 138K (Glassdoor est.),"3+ years relevant experience and a Bachelor’s degree OR Any equivalent combination of education and experience.&hellip;
      
        Skills: Azure, Moving, Google Cloud Platform, SQL, Machine learning",30d+
Junior Analyst,Publicis Groupe,Singapore,,"At least up to 1 year experience; or recent graduate in statistics, economics, data science, computer science, or related field.&hellip;
      
        Skills: Power BI, R, Tableau, SQL, Analysis skills",30d+
"Core Engineering, Applied AI, AI/ML Quant Research Engineer, Associate, Singapore",Goldman Sachs,Singapore,SGD 84K - SGD 106K (Glassdoor est.),"For eligible employees we typically reimburse fees paid for a fitness club membership or activity (up to a pre-approved amount).&hellip;
      
        Skills: CI/CD, Research, Electrical engineering, Machine learning, Communication skills",13d
Founding GTM Engineer,Hud Hud Travels,Singapore,,"Our buyers are ML engineers, AI researchers, and engineering leaders at frontier labs and enterprises. Develop messaging that resonates with technical buyers (…&hellip;
      
        Skills: CRM software, APIs, Communication skills",30d+
Forward Deployment Engineer,Singtel,Singapore,,"Bachelor’s in Computer Science, Engineering, Data, AI/ML, or related field. Lead the design and delivery of end-to-end AI and software solutions, including…&hellip;
      
        Skills: Performance tuning, Cloud infrastructure, Azure, Node.js, XML",30d+
"R&D Engineer – Mechatronic Systems, Simulation & AI",HP Inc.,Singapore,,"Participate as a member of cross‑functional project teams, including internal engineers and outsourced development partners, to deliver reliable, cost‑effective…&hellip;
      
        Skills: CAD, Pro/ENGINEER, Analysis skills, C++, Python",15d
Senior MLOps Engineer – AWS-Focused ML Infrastructure,Keysight Technologies,Yishun New Town,,"Bachelor's or Master's degree in Computer Science, Engineering, Information Systems, or a related technical field.&hellip;
      
        Skills: CI/CD, DevOps, Spark, Test automation, English",11d
"Core Engineering, Applied AI, Senior AI/ML Quant Research Engineer, Vice President, Singapore",Goldman Sachs,Singapore,SGD 84K - SGD 106K (Glassdoor est.),"For eligible employees we typically reimburse fees paid for a fitness club membership or activity (up to a pre-approved amount).&hellip;
      
        Skills: CI/CD, Research, Electrical engineering, Machine learning, Communication skills",13d
International Field CTO,Cognition,Singapore,,"Drive pilot design, use case selection, and technical validation across pre and post-sales cycles. Support field sales in complex technical deals across key…&hellip;
      
        Skills: Computer science, Sales, DevOps, Presentation skills, Solution architecture",30d+
Senior Operations Technology Engineer,Resmed,Singapore,,"You will own the roadmap for machine‑to‑enterprise data flow, and champion how factories talk, share, and operate as one. Plus, you’ll stand out if you have:&hellip;
      
        Skills: Software troubleshooting, IT, Communication skills",30d+
Solutions Engineer / Forward Deployed Engineer (Intern),Valsea IT,Singapore,,"Strong fundamentals in Python or a similar backend language. Listen to technical challenges from the field and help the product team turn them into better…&hellip;
      
        Skills: Cloud infrastructure, Google Cloud Platform, Docker, APIs, Python",24d
"Machine Learning Engineer, Supply Chain Forecasting",ByteDance,Singapore,SGD 99K - SGD 169K (Glassdoor est.),"Our team is missioned for the research, development, and implementation of algorithms for core supply chain scenarios. Strong problem-solving skills are a must.&hellip;
      
        Skills: Machine learning, Deep learning, Forecasting, Python",30d+
Machine Learning Engineer – Feed Recommendation,AppLovin,Singapore,SGD 98K - SGD 180K (Glassdoor est.),"AppLovin makes technologies that help businesses of every size connect to their ideal customers. The company provides end-to-end software and AI solutions for…&hellip;
      
        Skills: Machine learning, Python",30d+
Algorithm & ML Staff Engineer,Thermo Fisher Scientific,Tuas,,"Master’s degree in Computer Sciences, Mathematics, Statistics, Bioinformatics or a related field; a Ph.D or equivalent experience is highly preferred.&hellip;
      
        Skills: Multilingual, NoSQL, Java, SQL, AWS",30d+
MLOps Engineer (Entry-level / Intern),BetterData Pte Ltd,Remote,,"Degree in Computer Science, Machine Learning, or related field. Suitable for recent grads, bootcamp completers or final-year semester with project experience.&hellip;
      
        Skills: Azure, DevOps, Google Cloud Platform, Docker, Machine learning",30d+
Mechanical Simulation Engineer,Apple,Singapore,SGD 83K - SGD 117K (Glassdoor est.),"Stay current with advances in modeling techniques and simulation tools to contribute to the development of new techniques and methodologies.&hellip;
      
        Skills: CAD, Pro/ENGINEER, Analysis skills, C++, SolidWorks",4d
Design Engineer,Hud Hud Travels,Singapore,,"Deep familiarity with current AI tools and LLM capabilities. Work closely with ML engineers to translate RL/eval concepts into intuitive, usable tools.&hellip;
      
        Skills: AI, Communication skills",30d+
"Senior AI Engineer – Foundry R&D, Singapore",Mastercard,Singapore,,"Education and background: Bachelor's degree in Computer Science or related field. Mentor and uphold best practices: Guide junior engineers through code reviews…&hellip;
      
        Skills: Jira, CI/CD, Authentication, Azure, Relational databases",12d
Senior Algorithm and ML Engineer,Thermo Fisher Scientific,Tuas,,"BS in Computer Sciences or Computer Engineering, Mathematics, or a related field; a Master’s degree is highly preferred. How will you make an impact?&hellip;
      
        Skills: CI/CD, Cloud infrastructure, Azure, Signal processing, Git",30d+
Senior Quality Analyst,SimplifyNext,Singapore,,"Ability to operate at both strategic and hands-on levels, switching seamlessly as needed. Mentor and guide junior QAs and engineers, raising the overall quality…&hellip;
      
        Skills: CI/CD, Cloud infrastructure, Microservices, Agile, Leadership",19d
Component Quality Engineer,Arrow Electronics,Singapore,,"We are seeking Component engineer with strong foundations in web development, AI/ML, and embedded systems, complemented by hands-on semiconductor testing, 3D…&hellip;
      
        Skills: CI/CD, Web development, CAD, Visual Studio, C#",30d+
Senior AI Engineer,Mastercard,Singapore,SGD 90K - SGD 108K (Glassdoor est.),"Mentor and uplift engineering quality by reviewing designs/code, sharing best practices, and guiding junior engineers through on-the-job coaching.&hellip;
      
        Skills: APIs, Scalability, AI",30d+
"Senior ML Platform Engineer, AI Platform",Airwallex,Singapore,SGD 144K - SGD 212K (Glassdoor est.),"The team is crucial in driving innovation and setting the standard for future developments in this exciting new field.&hellip;
      
        Skills: CI/CD, Cloud infrastructure, Spark, Machine learning, Terraform",30d+
"Machine Learning Engineer, Supply Chain Forecasting",TikTok,Singapore,SGD 120K - SGD 180K (Glassdoor est.),"Our team is missioned for the research, development, and implementation of algorithms for core supply chain scenarios. Strong problem-solving skills are a must.&hellip;
      
        Skills: Machine learning, Deep learning, Forecasting, Python",30d+
"Machine Learning Engineer, Multimodal - Intelligent Integrity",TikTok,Singapore,SGD 120K - SGD 180K (Glassdoor est.),"Minimum 1+ year of algorithm R&D/project implementation experience in content understanding or AIGC. We are looking for strong machine learning engineers who…&hellip;
      
        Skills: E-commerce, C++, Machine learning, Python",30d+
ML Software Engineer,Woolworths Group,Bella Vista,A$135K (Glassdoor est.),"Work collaboratively with Data Scientists, ML Engineers & Data Engineers to develop cutting edge retail tools in an agile manner.&hellip;
      
        Skills: Data modelling, DevOps, Google Cloud Platform, Tableau, SQL",30d+
AI Engineer,Tata Consultancy Services,Sydney,A$96K - A$162K (Glassdoor est.),"AI/ML Frameworks: LangChain, PyTorch. Gen AI Models: LLMs (GPT, Claude), RAG patterns, prompt engineering. Security & Responsible AI: Compliance and governance.&hellip;
      
        Skills: CI/CD, AWS, REST, S3, AI",30d+
Unified Communications (UC) Engineer - TS/SCI with Polygraph,General Dynamics Information Technology,Alice Springs,A$143K - A$181K (Employer provided),"The engineer will provide support to multiple globally dispersed WAN connected sites. Identifies and resolves technical problems related to the installation,…&hellip;
      
        Skills: Jira, Management, AWS, VoIP, WAN",30d+
Assistant Vice President - ML / AI Engineer,Genpact,Sydney,A$58K - A$81K (Glassdoor est.),"In this role, The ML / AI Engineer will Provide technical credibility and execution confidence during sales and early delivery, ensuring AI solutions can be…&hellip;
      
        Skills: Management, AI",30d+
"Software Engineer Intern, 2026 Summer Australia",Atlassian,Sydney,A$152K - A$199K (Glassdoor est.),"Current full-time enrolment in a Bachelors or Masters program in Software Engineering, Computer Science or other related technical program and returning to the…&hellip;
      
        Skills: Jira, Data structures, Trello, Systems design, OOP",30d+
SENIOR ML & ROBOTICS ENGINEER,Greenroom Robotics,Sydney,,"Design, implement, and optimize machine learning algorithms for robotics applications. Ability to implement and optimize real-time perception systems.&hellip;
      
        Skills: Computer vision, Docker, Machine learning, Agile, Data collection",30d+
Senior Software Engineer - TS/SCI with Polygraph,General Dynamics Information Technology,Alice Springs,A$140K - A$190K (Employer provided),"Certification: Candidate must possess an appropriate and current DoD 8570/8140 Information Assurance Technical (IAT) Certification to be considered for…&hellip;
      
        Skills: SDLC",30d+
Machine Learning Engineer,Micromine,Brisbane,A$82K - A$144K (Glassdoor est.),"Proficiency in Python and familiarity with related ML libraries (NumPy, Pandas, Scikit-learn, etc.). Bachelor's or higher degree in Computer Science, AI, or a…&hellip;
      
        Skills: Computer vision, Machine learning, Deep learning, AI",7d
Machine Learning Engineer / Data Scientist,The Argyle Network,Sydney,A$150K (Employer provided),"Lead the ML journey – own end-to-end projects from concept through to production deployment and monitoring. Engineer solid foundations – design scalable data…&hellip;
      
        Skills: SQL, AWS, Terrafrom, S3, Redshift",30d+
Solution Designer AI,Tata Consultancy Services,Sydney,A$96K - A$162K (Glassdoor est.),"Collaboration across technical and non-technical teams. Description: This role would report to me but closely work with the AI architect.&hellip;
      
        Skills: AI",28d
Senior Software Engineer - Australia,Neara,Australia,,"Please note that you will require current and unrestricted working rights to be considered for the role. Work on our internal expression language and work with…&hellip;
      
        Skills: CAD",6d
AI Researcher,Maincode,Melbourne,A$71K - A$180K (Glassdoor est.),"We care about depth of reasoning, experimental discipline, and the ability to make progress under ambiguity. You will work directly with the engineers running…&hellip;
      
        Skills: Deployment, Research, APIs, AI",30d+
Senior Machine Learning Engineer,Axsys IT,Sydney,A$77K - A$206K (Glassdoor est.),"Set up your home office with a little financial help from us, and take advantage of great corporate discounts and vouchers from top retailers.&hellip;
      
        Skills: CI/CD, AWS, Docker, Machine learning, Forecasting",30d+
AI Engineer,Ágora,Sydney,A$160K - A$180K (Employer provided),"Mentor junior engineers and contribute to best practices & code reviews. Bachelor’s or Master’s degree in Computer Science, Engineering, or related field.&hellip;
      
        Skills: CI/CD, Data modelling, Azure, Computer vision, Git",30d+
"Machine Learning Intern, 2026 Summer Australia",Atlassian,Sydney,A$177K - A$234K (Glassdoor est.),"Currently enrolled full-time in a degree program (Master’s preferred) and returning to the program after the completion of the internship, graduating by January…&hellip;
      
        Skills: SQL",30d+
Radio Technician - TS/SCI with Polygraph,General Dynamics Information Technology,Alice Springs,A$106K - A$144K (Employer provided),"Certification: Candidate must possess an appropriate and current DoD 8570/8140 Information Assurance Technical (IAT) Certification to be considered for…&hellip;
      
        Skills: MRP",30d+
Machine Learning Engineer,Axsys IT,Sydney,A$77K - A$206K (Glassdoor est.),"Set up your home office with a little financial help from us, and take advantage of great corporate discounts and vouchers from top retailers.&hellip;
      
        Skills: CI/CD, AWS, Docker, Machine learning, Forecasting",30d+
Senior Forward Deploy Engineer,ARMADA Supply Chain Solutions,Melbourne,A$110K - A$165K (Glassdoor est.),"Mentor junior FDEs, TAMs, and delivery engineers as the region scales. Our hiring is guided by qualifications, merit, and the business needs at the time.&hellip;
      
        Skills: Data centre experience, AI",15d
Software Engineer,Holy Mary Institute of Technology and Science,Sydney,A$116K - A$142K (Glassdoor est.),"If you're excited by AI, legal tech, and solving real-world problems at scale—we want to hear from you. Design novel solutions with legal, product and design…&hellip;
      
        Skills: Azure, AWS, AI",30d+
Machine Learning Engineer - Capital Investment - Data & AI - Sydney,The Argyle Network,Sydney,A$84K - A$206K (Glassdoor est.),"Work hand-in-hand with data scientists, engineers, and stakeholders to deliver production-grade applications. Join a fast-growing Data & AI team that’s shaping…&hellip;
      
        Skills: Azure, NoSQL, Google Cloud Platform, Databases, SQL",30d+
Genesys Cloud AI Forward Deployed Engineer,Genesys,Sydney,A$92K - A$135K (Glassdoor est.),"Bachelor’s degree in Computer Science, Information Technology, Business, Data Science, or a related discipline, or equivalent hands-on experience in CX or AI…&hellip;
      
        Skills: CRM software, Power BI, Cloud infrastructure, Azure, Salesforce",30d+
Software Engineer,Zephyr (CA),Sydney,A$118K - A$179K (Glassdoor est.),"This role also involves strategic engineering consulting, helping clients define and implement effective engineering and AI strategies and contributing to our…&hellip;
      
        Skills: CI/CD, Azure, AWS, Software development, AI",4d
"Product Engineer, Megapack, Energy",Tesla,Red Hill,A$96K - A$120K (Glassdoor est.),"1-2 years of relevant experience in the energy sector. Fluent English with professional working proficiency in both Japanese and Chinese to ensure smooth on‑…&hellip;
      
        Skills: CI/CD, TCP, Software troubleshooting, Data analysis skills, English",30d+
"Data, AI, and Machine Learning | Multiple Opportunities Available",Deloitte,Sydney,A$79K - A$100K (Glassdoor est.),"To support your personal and professional life, we offer a range of perks and benefits, including retail discounts, wellbeing leave, paid volunteering days,…&hellip;
      
        Skills: Data modelling, Azure, Databases, SQL, AWS",30d+
data Architect,Tata Consultancy Services,Sydney,A$138K - A$148K (Glassdoor est.),"Collaboration across technical and non-technical teams. Customer Data Management (Identity management, stitching, segmentation and activation).&hellip;
      
        Skills: Data modelling, Deployment, Machine learning, Data management, AI",28d
Principal Solution Engineer,Snowflake,Sydney,A$205K - A$210K (Glassdoor est.),"University degree in computer science, engineering, mathematics or related fields, or equivalent experience preferred.&hellip;
      
        Skills: Data modelling, Git, Administrative experience, SQL, Presentation skills",30d+
Senior Machine Learning Engineer,MYOB,Sydney,A$129K - A$158K (Glassdoor est.),"\uD83D\uDFE3Set up your home office with a little financial help from us, and take advantage of great corporate discounts and vouchers from top retailers.&hellip;
      
        Skills: CI/CD, AWS, Docker, Machine learning, Forecasting",30d+
Machine Learning Engineer,MYOB,Sydney,A$129K - A$158K (Glassdoor est.),"\uD83D\uDFE3Set up your home office with a little financial help from us, and take advantage of great corporate discounts and vouchers from top retailers.&hellip;
      
        Skills: CI/CD, AWS, Docker, Machine learning, Forecasting",30d+
Chief Engineer Core Banking,Commonwealth Bank of Australia,Sydney,,"Have led or materially contributed to legacy modernisation programs (cloud migration, mainframe rationalisation or equivalent).&hellip;
      
        Skills: Financial services",29d
Data Engineer,Vivanti Consulting,Sydney,A$100K - A$170K (Employer provided),"2 years experience using SQL, python or other relevant technology. Bachelors Degree in Computer Science , Engineering, Physics, Mathematics or other relevant…&hellip;
      
        Skills: Microsoft Word, Azure, Public speaking, Google Cloud Platform, SQL",19d
Research Engineer,Higharc,Remote,,"Design end-to-end LLM training and fine-tuning pipelines tailored to construction domains, developing domain-specific pre-training and SFT datasets from…&hellip;
      
        Skills: Computer science, Computer vision, Databases, Revit, Geometry",15d
"Experienced Machine Learning Engineer (Speech Recognition, LLM Fine-tuning) – Remote",Noble Cortex,Remote,,"Collaborative Problem-Solving: Work with cross-functional teams to integrate AI models into production environments and ensure real-world effectiveness.&hellip;
      
        Skills: Performance tuning, Scalability, AI",30d+
Deep Learning Engineer,Dyneti,"San Mateo, CA",$126K - $177K (Glassdoor est.),"Has 2+ years experience with deep learning or has a PhD in a STEM field. Python expertise strongly preferred - however, candidates with deep learning experience…&hellip;
      
        Skills: TensorFlow, Deep learning, Python",30d+
Machine Learning Engineer,AllCloud,Remote,,"We seek a candidate with 3+ years of experience in a Data Scientist/Machine Learning Engineer role who has attained a Bachelor's (Graduate preferred) degree in…&hellip;
      
        Skills: Elasticsearch, Cassandra, Internet of Things, Data structures, Spark",24h
"Machine Learning Engineer, Alexa AI",Amazon,"Boston, MA",$144K - $194K (Employer provided),"Will work with other team engineers to investigate design approaches, prototype new technology and evaluate technical feasibility.&hellip;
      
        Skills: Computer science, Scalability, AI, Communication skills, Software architecture",13d
"Machine Learning Compiler Engineer, Annapurna Labs",Amazon Web Services,"Cupertino, CA",$129K - $224K (Employer provided),"Strong knowledge in one or more of the areas of: compiler design, instruction scheduling, memory allocation, data transfer optimization, graph partitioning,…&hellip;
      
        Skills: TensorFlow, Computer science, FPGA, C++, Algorithm design",30d+
AI Engineer,Tata Consultancy Services,"Chicago, IL",$100K - $120K (Employer provided),"Design, develop, and deploy AI/ML and Generative AI solutions including LLM based applications, RAG pipelines, agents, and predictive models.&hellip;
      
        Skills: Performance tuning, Azure, NoSQL, Google Cloud Platform, Java",12d
AI Engineer,Tata Consultancy Services,"Des Moines, IA",$85K - $105K (Employer provided),"Looking for an experienced AI Engineer (6–8 years) to design, develop, and deploy cutting-edge AI/ML solutions. MLOps: MLflow, Kubernetes, Docker, Git.&hellip;
      
        Skills: TensorFlow, Azure, Software deployment, Spark, Git",30d+
Engineer Generative AI,Tata Consultancy Services,"Weehawken, NJ",$130K - $150K (Employer provided),"Knowledge of and experience in Tools: Familiarity with cloud platforms (AWS SageMaker, Azure ML) and MLOps tools (MLFlow).&hellip;
      
        Skills: Computer science, Data modeling, Azure, Computer vision, Software deployment",30d+
