Job Title,Company,Location,Salary Estimate,Job Description,Job Age,Country,Hourly,Glassdoor_Estimate,Employer_Provided,currency,min_salary,max_salary,avg_salary,Skills,Calculus,Distributed control systems,Database development,Business processes,Wireframing,Google Suite,ERP systems,Data modelling,Design patterns,Change management,E-commerce,Clinical laboratory experience,Tooling,Customer service,DB2,Internet of things,System design,Systems engineering,Jira,Operations research,RBAC,Salesforce Marketing Cloud,Data analysis skills,Microsoft Office,Software architecture,Financial analysis,Taxonomy,SAS,Microbiology,Agile,QlikView,Predictive analytics,IIS,Authentication,Yardi,AI,Spanish,Organizational skills,Data warehouse,Conflict management,Microservices,Project coordination,Performance tuning,Computer operation,Business intelligence,Statistics,Marketing mix modeling,Machine learning,iOS,Proposal writing,GitHub,Distributed systems,Research,SolidWorks,WAN,Scientific research,TensorFlow,HP ALM,SAP,Experimental design,Fanuc,Crystal Reports,CI/CD,Schematics,Data management,R,Apache Hive,Product development,SVN,Natural language processing,Configuration management,Database management,Mechanical engineering,Solution architecture,Windows,Image processing,Databases,SOX,XML,Adobe Photoshop,Controlling experience,Computer literacy,Operations management,FEA,Management,TypeScript,D3.js,Electrical engineering,5G,VoIP,.NET,Salesforce,Test automation,Cucumber (software testing tool),Vendor management,Communication skills,SAP SuccessFactors,Data mining,Release management,English,SharePoint,Time management,Relationship management,Continuous improvement,Moving,Business requirements,Django,Logistics,A/B testing,Program management,Forecasting,Tableau,MATLAB,Hadoop,Market analysis,Kanban,Microsoft Word,AWS,Computer vision,Computer science,JSON,Biostatistics,Process improvement,SDKs,Microsoft Windows Server,System administration,Regression analysis,Data structures,DevOps,Financial modeling,French,ServiceNow,Computer networking,Visual Studio,Administrative experience,Azure,Optics,PaaS,Web analytics,Pivot tables,Unreal Engine,TCP,SDLC,Go,Military,EDI,Unity,Ansible,SASS,Accounting software,Public speaking,Deep learning,Quality assurance,Root cause analysis,Docker,Filing,Test management tools,Writing skills,FedRAMP,Warehouse management system,SQL,Test-driven development,Russian,Help desk,Waterfall,Talent acquisition,HIPAA,Performance management,Clinical development,Quality control,Analysis skills,Program design,Deployment,Front-end development,Ontology,MongoDB,Project management software,Financial services,Revenue cycle management,CAD,Recruiting,Systems design,Web development,Alteryx,Visual Basic,Content development,Customer retention,CSS,Contract management,Application development,Maths,Public health,Cassandra,Confluence,IT service management,Presentation skills,Investment,Microsoft PowerPoint,Marketing,Business analysis,User acceptance testing,REST,Microsoft Access,MRP,Microsoft Excel,NoSQL,Data visualization,Research & development,SAFe,Cloud infrastructure,PostgreSQL,Barista experience,Node.js,Organisational skills,React,Internet of Things,Accounts payable,Mentoring,Cloud development,Scalability,Debugging,Cloud computing,Microsoft Powerpoint,Revit,FPGA,Microsoft Outlook,Redshift,Swift,Leadership,System architecture,Interviewing,Requirements analysis,Power BI,Cost management,Figma,Bootstrap,Bilingual,Project management,UI,Quantitative analysis,GAMP,Big data,Computer skills,NetSuite,Relational databases,JavaScript,Kubernetes,Market research,Git,Sensors,Statistical software,Signal processing,Virtualization,Data modeling,Statistical analysis,Pro/ENGINEER,TestNG,Pricing,Software deployment,Hospitality,Banking,Clinical research,Web accessibility,Linux,Google Analytics,Robotics,Enterprise software,Scala,Software development,Data collection,Epic,Oracle,Java,Qualitative research,Risk management,DoD experience,Load balancing,Fraud prevention and detection,FISMA,Social listening,Graph databases,Google Cloud Platform,Medical imaging,SaaS,Information security,Construction,Data centre experience,Knowledge management,Laboratory information management systems,Product demos,Software testing,Supply chain,AutoCAD,Semantic Web,S3,OOP,IT,Organization design,Japanese,.NET Core,Math,SSRS,Geometry,Team management,Wealth management,Operating systems,T-SQL,APIs,Mandarin,Financial planning,SSO,Python,SCCM,Embedded software,Data visualisation,Mobile applications,Analytics,New Relic,Trello,Biotechnology,Software troubleshooting,Fiddler,C++,C,Usability,Microsoft SQL Server,Managed care,Metadata,Data entry,Data analytics,Salt,CRM software,Multilingual,Selenium,Disaster recovery,Terrafrom,Elasticsearch,Telecommunication,Rust (programming language),Incident management,C#,Project leadership,Sales,Terraform,Requirements gathering,Spark,Algorithm design,Data science,Quality inspection,Scripting
Lead Data Scientist,Humana,United States,$142K - $196K ,"Manage the execution of data science strategies and initiatives, including the design, development and implementation. Use your skills to make an impact.&hellip;
      
        Skills: TensorFlow, Data mining, Computer vision, DevOps, System design",30d+,USA,0,0,1,$,142.0,196.0,169.0," TensorFlow, Data mining, Computer vision, DevOps, System design",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Humana,United States,$118K - $162K ,"Associates who live and work from Home in the state of California, Illinois, Montana, or South Dakota will be provided a bi-weekly payment for their internet…&hellip;
      
        Skills: TensorFlow, Data mining, Computer vision, DevOps, Data analysis skills",30d+,USA,0,0,1,$,118.0,162.0,140.0," TensorFlow, Data mining, Computer vision, DevOps, Data analysis skills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning - Data Scientist,Apple,"Boulder, CO",$132K - $245K ,"Strong documentation skills, including the ability to write technical reports and present to non-technical audiences.&hellip;
      
        Skills: TensorFlow, Statistics, Computer vision, Statistical analysis, Analysis skills",4d,USA,0,0,1,$,132.0,245.0,188.5," TensorFlow, Statistics, Computer vision, Statistical analysis, Analysis skills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIML - Sr Data Scientist, Evaluation",Apple,"Cupertino, CA",$181K - $318K ,"Advanced degree in a quantitative field such as Statistics, Operational Research, Bioinformatics, Economics, Psychology, Computer Science, Sociology,…&hellip;
      
        Skills: Statistics, Big data, Data structures, Spark, R",4d,USA,0,0,1,$,181.0,318.0,249.5," Statistics, Big data, Data structures, Spark, R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AIML - Sr Data Scientist, Evaluation",Apple,"Seattle, WA",$172K - $302K ,"Work with evaluation/experimentation engineering teams to get your methodological developments translated into technologies that Siri engineering will use every…&hellip;
      
        Skills: Operations research, Computer science, Data structures, Spark, R",4d,USA,0,0,1,$,172.0,302.0,237.0," Operations research, Computer science, Data structures, Spark, R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AIML - Data Scientist, Evaluation",Apple,"Cupertino, CA",$147K - $272K ,"Work with evaluation/experimentation engineering teams to get your methodological developments translated into technologies that Apple Intelligence engineering…&hellip;
      
        Skills: Big data, Data structures, Spark, R, SQL",4d,USA,0,0,1,$,147.0,272.0,209.5," Big data, Data structures, Spark, R, SQL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Research Data Scientist II,Cleveland Clinic,"Cleveland, OH",$77K - $117K ,"Bachelor’s degree in statistics, mathematics, computer science, engineering or a related field and four years of experience conducting data analytics, math or…&hellip;
      
        Skills: Statistics, Computer operation, SAS, R, SQL",30d+,USA,0,0,1,$,77.0,117.0,97.0," Statistics, Computer operation, SAS, R, SQL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost Engineer/Data Scientist,Lockheed Martin,"Littleton, CO",$105K - $209K ,"The role may include working on affordability analysis, life cycle cost developments, cost data analytics, forecasting cost and schedule, data collection and…&hellip;
      
        Skills: Power BI, Tableau, SQL, Analysis skills, Systems engineering",20d,USA,0,0,1,$,105.0,209.0,157.0," Power BI, Tableau, SQL, Analysis skills, Systems engineering",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESEARCH DATA SPECIALIST II,State of California State Personnel Board,United States,$8K - $10K ,"Advanced degree (Master’s) in Sociology, Economics, Statistics, Mathematics, or a similarly related field. The incumbent is required to work extensively on the…&hellip;
      
        Skills: Statistics, Computer operation, Process improvement, Data entry, Data science",6d,USA,0,0,1,$,96.0,120.0,108.0," Statistics, Computer operation, Process improvement, Data entry, Data science",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Scientist II,Truist,"Orlando, FL",$111K - $148K ,"Take accountability and ownership of end-to-end data science solution design, technical delivery, and measurable business outcome.&hellip;
      
        Skills: Statistics, SAS, Calculus, Spark, R",20d,USA,0,1,0,$,111.0,148.0,129.5," Statistics, SAS, Calculus, Spark, R",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fraud Data Scientist II,Truist,"Charlotte, NC",$103K - $139K ,"Hands-on expertise with fraud detection tools and data signals, including device intelligence, behavioral biometrics, consortium data, third‑party risk scoring,…&hellip;
      
        Skills: Statistics, Computer science, Data mining, SAS, Spark",30d+,USA,0,1,0,$,103.0,139.0,121.0," Statistics, Computer science, Data mining, SAS, Spark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Foreign Assistance Data Scientist,Guidehouse,"Arlington, VA",$77K - $112K ,"This position will play a critical role in data analysis with a focus on foreign assistance datasets and intra- and interagency engagement.&hellip;
      
        Skills: Statistics, Writing skills, Tableau, Databases, Change management",30d+,USA,0,1,0,$,77.0,112.0,94.5," Statistics, Writing skills, Tableau, Databases, Change management",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Guidehouse,"Baltimore, MD",$65K - $108K ,"Hands on experience with Machine Learning and Generative AI, Natural Language Processing (NLP) and Large Language Models (LLMs), multimodal and time series data…&hellip;
      
        Skills: TensorFlow, MATLAB, Azure, R, SQL",10d,USA,0,0,1,$,65.0,108.0,86.5," TensorFlow, MATLAB, Azure, R, SQL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
